place,datetime,CO2,Temperature_moyenne
Republic of Austria,2006-11-01,0.0,3.927
Republic of Austria,2006-12-01,0.0,-0.032
Republic of Austria,2007-02-01,0.0,2.099
Republic of Austria,2007-03-01,0.0,4.093
Republic of Austria,2007-04-01,0.0,10.129
Republic of Austria,2007-05-01,0.0,13.14
Republic of Austria,2007-06-01,0.0,16.641
Republic of Austria,2007-07-01,0.0,17.422
Republic of Austria,2007-08-01,0.0,16.225
Republic of Austria,2007-09-01,0.0,10.505
Republic of Austria,2007-10-01,0.0,6.4670000000000005
Republic of Austria,2007-11-01,0.0,0.396
Republic of Austria,2007-12-01,0.0,-2.7239999999999998
Republic of Austria,2008-02-01,0.0,0.9540000000000001
Republic of Austria,2008-03-01,0.0,2.474
Republic of Austria,2008-04-01,0.0,6.619
Republic of Austria,2008-05-01,0.0,12.991
Republic of Austria,2008-06-01,0.0,16.37
Republic of Austria,2008-07-01,0.0,16.695
Republic of Austria,2008-08-01,0.0,16.672
Republic of Austria,2008-09-01,0.0,11.259
Republic of Austria,2008-10-01,0.0,8.105
Republic of Austria,2008-11-01,0.0,3.0780000000000003
Republic of Austria,2008-12-01,0.0,-1.2009999999999998
Republic of Austria,2009-02-01,0.0,-1.982
Republic of Austria,2009-03-01,0.0,2.1180000000000003
Republic of Austria,2009-04-01,0.0,10.079
Republic of Austria,2009-05-01,0.0,13.321
Republic of Austria,2009-06-01,0.0,14.302
Republic of Austria,2009-07-01,0.0,17.416
Republic of Austria,2009-08-01,0.0,17.917
Republic of Austria,2009-09-01,0.0,13.936
Republic of Austria,2009-10-01,0.0,6.8839999999999995
Republic of Austria,2009-11-01,0.0,4.075
Republic of Austria,2009-12-01,0.0,-2.061
Republic of Austria,2010-02-01,0.0,-2.326
Republic of Austria,2010-03-01,0.0,2.319
Republic of Austria,2010-04-01,0.0,7.39
Republic of Austria,2010-05-01,0.0,11.084000000000001
Republic of Austria,2010-06-01,0.0,15.673
Republic of Austria,2010-07-01,0.0,18.837
Republic of Austria,2010-08-01,0.0,16.074
Republic of Austria,2010-09-01,0.0,11.130999999999998
Republic of Austria,2010-10-01,0.0,5.775
Republic of Austria,2010-11-01,0.0,3.4530000000000003
Republic of Austria,2010-12-01,0.0,-4.655
Republic of Austria,2011-02-01,0.0,-1.4680000000000002
Republic of Austria,2011-03-01,0.0,3.7319999999999998
Republic of Austria,2011-04-01,0.0,9.765
Republic of Austria,2011-05-01,0.0,12.722999999999999
Republic of Austria,2011-06-01,0.0,15.704
Republic of Austria,2011-07-01,0.0,15.705
Republic of Austria,2011-08-01,0.0,17.802
Republic of Austria,2011-09-01,0.0,14.657
Republic of Austria,2011-10-01,0.0,6.882999999999999
Republic of Austria,2011-11-01,0.0,1.6480000000000001
Republic of Austria,2011-12-01,0.0,-0.252
Republic of Austria,2012-02-01,0.0,-5.61
Republic of Austria,2012-03-01,0.0,5.287000000000001
Republic of Austria,2012-04-01,0.0,7.3389999999999995
Republic of Austria,2012-05-01,0.0,12.795
Republic of Austria,2012-06-01,0.0,16.222
Republic of Austria,2012-07-01,0.0,17.555
Republic of Austria,2012-08-01,0.0,17.923
Republic of Austria,2012-09-01,0.0,12.887
Republic of Austria,2012-10-01,0.0,7.277
Republic of Austria,2012-11-01,0.0,3.844
Republic of Austria,2012-12-01,0.0,-2.392
Republic of Austria,2013-02-01,0.0,-3.0860000000000003
Republic of Austria,2013-03-01,0.0,0.129
Republic of Austria,2013-04-01,0.0,7.7139999999999995
Republic of Austria,2013-05-01,0.0,11.048
Republic of Austria,2013-06-01,0.0,14.997
Republic of Austria,2013-07-01,0.0,18.727999999999998
Republic of Austria,2013-08-01,0.0,17.316
Republic of Austria,2013-09-01,0.0,0.0
Kingdom of Belgium,2000-01-01,126795000.0,3.285
Kingdom of Belgium,2001-01-01,126129000.0,2.904
Kingdom of Belgium,2002-01-01,126445000.0,3.444
Kingdom of Belgium,2003-01-01,127953000.0,1.795
Kingdom of Belgium,2004-01-01,129041000.0,2.8739999999999997
Kingdom of Belgium,2005-01-01,125638000.0,4.136
Kingdom of Belgium,2006-01-01,124031000.0,0.8340000000000001
Kingdom of Belgium,2007-01-01,120611000.0,6.4079999999999995
Kingdom of Belgium,2008-01-01,120659000.0,5.593999999999999
Kingdom of Belgium,2009-01-01,107642000.0,-0.156
Kingdom of Belgium,2010-01-01,113582000.0,-0.725
Kingdom of Belgium,2011-01-01,104159000.0,3.2030000000000003
Kingdom of Belgium,2012-01-01,101395000.0,4.425
Kingdom of Belgium,2013-01-01,101970000.0,1.65
Kingdom of Belgium,2014-01-01,96391000.0,0.0
Kingdom of Belgium,2015-01-01,100229000.0,0.0
Kingdom of Belgium,2016-01-01,100244000.0,0.0
Kingdom of Belgium,2017-01-01,100116000.0,0.0
Kingdom of Belgium,2000-02-01,0.0,5.566
Kingdom of Belgium,2000-03-01,0.0,6.9670000000000005
Kingdom of Belgium,2000-04-01,0.0,10.212
Kingdom of Belgium,2000-05-01,0.0,15.165
Kingdom of Belgium,2000-06-01,0.0,17.049
Kingdom of Belgium,2000-07-01,0.0,15.795
Kingdom of Belgium,2000-08-01,0.0,18.39
Kingdom of Belgium,2000-09-01,0.0,16.155
Kingdom of Belgium,2000-10-01,0.0,11.21
Kingdom of Belgium,2000-11-01,0.0,7.452000000000001
Kingdom of Belgium,2000-12-01,0.0,5.165
Kingdom of Belgium,2001-02-01,0.0,4.551
Kingdom of Belgium,2001-03-01,0.0,6.471
Kingdom of Belgium,2001-04-01,0.0,8.325
Kingdom of Belgium,2001-05-01,0.0,15.023
Kingdom of Belgium,2001-06-01,0.0,15.763
Kingdom of Belgium,2001-07-01,0.0,19.016
Kingdom of Belgium,2001-08-01,0.0,19.316
Kingdom of Belgium,2001-09-01,0.0,13.280999999999999
Kingdom of Belgium,2001-10-01,0.0,14.099
Kingdom of Belgium,2001-11-01,0.0,5.885
Kingdom of Belgium,2001-12-01,0.0,1.886
Kingdom of Belgium,2002-02-01,0.0,6.9510000000000005
Kingdom of Belgium,2002-03-01,0.0,7.561
Kingdom of Belgium,2002-04-01,0.0,9.742
Kingdom of Belgium,2002-05-01,0.0,13.82
Kingdom of Belgium,2002-06-01,0.0,17.402
Kingdom of Belgium,2002-07-01,0.0,17.944000000000003
Kingdom of Belgium,2002-08-01,0.0,18.750999999999998
Kingdom of Belgium,2002-09-01,0.0,14.591
Kingdom of Belgium,2002-10-01,0.0,10.304
Kingdom of Belgium,2002-11-01,0.0,8.083
Kingdom of Belgium,2002-12-01,0.0,3.8360000000000003
Kingdom of Belgium,2003-02-01,0.0,1.9269999999999998
Kingdom of Belgium,2003-03-01,0.0,8.2
Kingdom of Belgium,2003-04-01,0.0,10.216000000000001
Kingdom of Belgium,2003-05-01,0.0,14.091
Kingdom of Belgium,2003-06-01,0.0,19.224
Kingdom of Belgium,2003-07-01,0.0,19.59
Kingdom of Belgium,2003-08-01,0.0,20.848000000000003
Kingdom of Belgium,2003-09-01,0.0,15.383
Kingdom of Belgium,2003-10-01,0.0,7.778
Kingdom of Belgium,2003-11-01,0.0,7.756
Kingdom of Belgium,2003-12-01,0.0,3.635
Kingdom of Belgium,2004-02-01,0.0,4.477
Kingdom of Belgium,2004-03-01,0.0,6.072
Kingdom of Belgium,2004-04-01,0.0,10.502
Kingdom of Belgium,2004-05-01,0.0,12.675
Kingdom of Belgium,2004-06-01,0.0,16.424
Kingdom of Belgium,2004-07-01,0.0,17.583
Kingdom of Belgium,2004-08-01,0.0,19.219
Kingdom of Belgium,2004-09-01,0.0,15.950999999999999
Kingdom of Belgium,2004-10-01,0.0,11.489
Kingdom of Belgium,2004-11-01,0.0,5.962999999999999
Kingdom of Belgium,2004-12-01,0.0,2.202
Kingdom of Belgium,2005-02-01,0.0,1.729
Kingdom of Belgium,2005-03-01,0.0,6.752999999999999
Kingdom of Belgium,2005-04-01,0.0,10.390999999999998
Kingdom of Belgium,2005-05-01,0.0,13.472999999999999
Kingdom of Belgium,2005-06-01,0.0,17.995
Kingdom of Belgium,2005-07-01,0.0,18.586
Kingdom of Belgium,2005-08-01,0.0,16.905
Kingdom of Belgium,2005-09-01,0.0,16.449
Kingdom of Belgium,2005-10-01,0.0,13.622
Kingdom of Belgium,2005-11-01,0.0,5.912999999999999
Kingdom of Belgium,2005-12-01,0.0,2.782
Kingdom of Belgium,2006-02-01,0.0,2.114
Kingdom of Belgium,2006-03-01,0.0,4.215
Kingdom of Belgium,2006-04-01,0.0,9.084
Kingdom of Belgium,2006-05-01,0.0,14.243
Kingdom of Belgium,2006-06-01,0.0,17.391
Kingdom of Belgium,2006-07-01,0.0,22.837
Kingdom of Belgium,2006-08-01,0.0,16.55
Kingdom of Belgium,2006-09-01,0.0,18.334
Kingdom of Belgium,2006-10-01,0.0,13.763
Kingdom of Belgium,2006-11-01,0.0,8.607999999999999
Kingdom of Belgium,2006-12-01,0.0,5.17
Kingdom of Belgium,2007-02-01,0.0,6.21
Kingdom of Belgium,2007-03-01,0.0,7.599
Kingdom of Belgium,2007-04-01,0.0,13.377
Kingdom of Belgium,2007-05-01,0.0,14.834000000000001
Kingdom of Belgium,2007-06-01,0.0,17.605
Kingdom of Belgium,2007-07-01,0.0,17.387
Kingdom of Belgium,2007-08-01,0.0,17.209
Kingdom of Belgium,2007-09-01,0.0,13.968
Kingdom of Belgium,2007-10-01,0.0,9.964
Kingdom of Belgium,2007-11-01,0.0,6.068
Kingdom of Belgium,2007-12-01,0.0,3.117
Kingdom of Belgium,2008-02-01,0.0,5.178
Kingdom of Belgium,2008-03-01,0.0,5.992999999999999
Kingdom of Belgium,2008-04-01,0.0,8.783999999999999
Kingdom of Belgium,2008-05-01,0.0,16.12
Kingdom of Belgium,2008-06-01,0.0,16.508
Kingdom of Belgium,2008-07-01,0.0,18.152
Kingdom of Belgium,2008-08-01,0.0,17.778
Kingdom of Belgium,2008-09-01,0.0,13.593
Kingdom of Belgium,2008-10-01,0.0,9.966000000000001
Kingdom of Belgium,2008-11-01,0.0,6.438
Kingdom of Belgium,2008-12-01,0.0,1.955
Kingdom of Belgium,2009-02-01,0.0,3.012
Kingdom of Belgium,2009-03-01,0.0,6.261
Kingdom of Belgium,2009-04-01,0.0,12.158
Kingdom of Belgium,2009-05-01,0.0,14.415999999999999
Kingdom of Belgium,2009-06-01,0.0,16.291
Kingdom of Belgium,2009-07-01,0.0,18.702
Kingdom of Belgium,2009-08-01,0.0,19.305999999999997
Kingdom of Belgium,2009-09-01,0.0,15.642000000000001
Kingdom of Belgium,2009-10-01,0.0,10.568
Kingdom of Belgium,2009-11-01,0.0,9.142000000000001
Kingdom of Belgium,2009-12-01,0.0,2.2
Kingdom of Belgium,2010-02-01,0.0,2.073
Kingdom of Belgium,2010-03-01,0.0,6.301
Kingdom of Belgium,2010-04-01,0.0,9.818
Kingdom of Belgium,2010-05-01,0.0,11.262
Kingdom of Belgium,2010-06-01,0.0,17.252
Kingdom of Belgium,2010-07-01,0.0,20.389
Kingdom of Belgium,2010-08-01,0.0,17.259
Kingdom of Belgium,2010-09-01,0.0,14.09
Kingdom of Belgium,2010-10-01,0.0,10.13
Kingdom of Belgium,2010-11-01,0.0,5.855
Kingdom of Belgium,2010-12-01,0.0,-1.3630000000000002
Kingdom of Belgium,2011-02-01,0.0,4.732
Kingdom of Belgium,2011-03-01,0.0,7.236000000000001
Kingdom of Belgium,2011-04-01,0.0,13.412
Kingdom of Belgium,2011-05-01,0.0,14.923
Kingdom of Belgium,2011-06-01,0.0,16.836
Kingdom of Belgium,2011-07-01,0.0,16.230999999999998
Kingdom of Belgium,2011-08-01,0.0,17.721
Kingdom of Belgium,2011-09-01,0.0,16.487000000000002
Kingdom of Belgium,2011-10-01,0.0,11.595999999999998
Kingdom of Belgium,2011-11-01,0.0,7.735
Kingdom of Belgium,2011-12-01,0.0,5.5520000000000005
Kingdom of Belgium,2012-02-01,0.0,0.11599999999999999
Kingdom of Belgium,2012-03-01,0.0,8.578
Kingdom of Belgium,2012-04-01,0.0,8.408
Kingdom of Belgium,2012-05-01,0.0,14.479000000000001
Kingdom of Belgium,2012-06-01,0.0,15.300999999999998
Kingdom of Belgium,2012-07-01,0.0,17.617
Kingdom of Belgium,2012-08-01,0.0,19.277
Kingdom of Belgium,2012-09-01,0.0,14.538
Kingdom of Belgium,2012-10-01,0.0,10.501
Kingdom of Belgium,2012-11-01,0.0,6.582999999999999
Kingdom of Belgium,2012-12-01,0.0,4.399
Kingdom of Belgium,2013-02-01,0.0,1.208
Kingdom of Belgium,2013-03-01,0.0,2.891
Kingdom of Belgium,2013-04-01,0.0,8.743
Kingdom of Belgium,2013-05-01,0.0,11.659
Kingdom of Belgium,2013-06-01,0.0,15.827
Kingdom of Belgium,2013-07-01,0.0,20.012999999999998
Kingdom of Belgium,2013-08-01,0.0,18.49
Kingdom of Belgium,2013-09-01,0.0,0.0
Federal Republic of Germany,2000-01-01,900960000.0,0.71
Federal Republic of Germany,2001-01-01,917477000.0,0.664
Federal Republic of Germany,2002-01-01,900955000.0,0.943
Federal Republic of Germany,2003-01-01,901970000.0,-0.524
Federal Republic of Germany,2004-01-01,887996000.0,-0.45
Federal Republic of Germany,2005-01-01,867223000.0,1.795
Federal Republic of Germany,2006-01-01,878747000.0,-2.7110000000000003
Federal Republic of Germany,2007-01-01,852096000.0,4.453
Federal Republic of Germany,2008-01-01,854421000.0,3.361
Federal Republic of Germany,2009-01-01,789964000.0,-2.155
Federal Republic of Germany,2010-01-01,833685000.0,-3.752
Federal Republic of Germany,2011-01-01,810802000.0,0.778
Federal Republic of Germany,2012-01-01,815197000.0,1.7530000000000001
Federal Republic of Germany,2013-01-01,832643000.0,-0.067
Federal Republic of Germany,2014-01-01,793636000.0,0.0
Federal Republic of Germany,2015-01-01,797078000.0,0.0
Federal Republic of Germany,2016-01-01,801753000.0,0.0
Federal Republic of Germany,2017-01-01,799373000.0,0.0
Federal Republic of Germany,2000-02-01,0.0,3.878
Federal Republic of Germany,2000-03-01,0.0,5.317
Federal Republic of Germany,2000-04-01,0.0,10.207
Federal Republic of Germany,2000-05-01,0.0,15.011
Federal Republic of Germany,2000-06-01,0.0,17.180999999999997
Federal Republic of Germany,2000-07-01,0.0,15.661
Federal Republic of Germany,2000-08-01,0.0,18.125
Federal Republic of Germany,2000-09-01,0.0,14.338
Federal Republic of Germany,2000-10-01,0.0,10.702
Federal Republic of Germany,2000-11-01,0.0,6.157
Federal Republic of Germany,2000-12-01,0.0,2.958
Federal Republic of Germany,2001-02-01,0.0,2.273
Federal Republic of Germany,2001-03-01,0.0,4.3389999999999995
Federal Republic of Germany,2001-04-01,0.0,7.196000000000001
Federal Republic of Germany,2001-05-01,0.0,14.468
Federal Republic of Germany,2001-06-01,0.0,14.543
Federal Republic of Germany,2001-07-01,0.0,18.723
Federal Republic of Germany,2001-08-01,0.0,18.988
Federal Republic of Germany,2001-09-01,0.0,12.116
Federal Republic of Germany,2001-10-01,0.0,12.595
Federal Republic of Germany,2001-11-01,0.0,3.738
Federal Republic of Germany,2001-12-01,0.0,-0.5579999999999999
Federal Republic of Germany,2002-02-01,0.0,4.996
Federal Republic of Germany,2002-03-01,0.0,5.557
Federal Republic of Germany,2002-04-01,0.0,8.128
Federal Republic of Germany,2002-05-01,0.0,14.027000000000001
Federal Republic of Germany,2002-06-01,0.0,17.539
Federal Republic of Germany,2002-07-01,0.0,18.017
Federal Republic of Germany,2002-08-01,0.0,19.184
Federal Republic of Germany,2002-09-01,0.0,13.565999999999999
Federal Republic of Germany,2002-10-01,0.0,8.2
Federal Republic of Germany,2002-11-01,0.0,5.399
Federal Republic of Germany,2002-12-01,0.0,0.092
Federal Republic of Germany,2003-02-01,0.0,-1.725
Federal Republic of Germany,2003-03-01,0.0,5.609
Federal Republic of Germany,2003-04-01,0.0,8.416
Federal Republic of Germany,2003-05-01,0.0,14.327
Federal Republic of Germany,2003-06-01,0.0,19.465999999999998
Federal Republic of Germany,2003-07-01,0.0,19.382
Federal Republic of Germany,2003-08-01,0.0,20.872
Federal Republic of Germany,2003-09-01,0.0,14.392999999999999
Federal Republic of Germany,2003-10-01,0.0,6.01
Federal Republic of Germany,2003-11-01,0.0,6.032
Federal Republic of Germany,2003-12-01,0.0,1.673
Federal Republic of Germany,2004-02-01,0.0,2.407
Federal Republic of Germany,2004-03-01,0.0,4.256
Federal Republic of Germany,2004-04-01,0.0,9.373
Federal Republic of Germany,2004-05-01,0.0,11.765
Federal Republic of Germany,2004-06-01,0.0,15.526
Federal Republic of Germany,2004-07-01,0.0,17.157
Federal Republic of Germany,2004-08-01,0.0,18.903
Federal Republic of Germany,2004-09-01,0.0,14.427999999999999
Federal Republic of Germany,2004-10-01,0.0,10.13
Federal Republic of Germany,2004-11-01,0.0,4.21
Federal Republic of Germany,2004-12-01,0.0,0.9359999999999999
Federal Republic of Germany,2005-02-01,0.0,-1.04
Federal Republic of Germany,2005-03-01,0.0,3.7460000000000004
Federal Republic of Germany,2005-04-01,0.0,9.317
Federal Republic of Germany,2005-05-01,0.0,13.07
Federal Republic of Germany,2005-06-01,0.0,16.636
Federal Republic of Germany,2005-07-01,0.0,18.406
Federal Republic of Germany,2005-08-01,0.0,16.218
Federal Republic of Germany,2005-09-01,0.0,15.464
Federal Republic of Germany,2005-10-01,0.0,11.214
Federal Republic of Germany,2005-11-01,0.0,4.151
Federal Republic of Germany,2005-12-01,0.0,0.564
Federal Republic of Germany,2006-02-01,0.0,-0.295
Federal Republic of Germany,2006-03-01,0.0,1.7109999999999999
Federal Republic of Germany,2006-04-01,0.0,8.18
Federal Republic of Germany,2006-05-01,0.0,13.378
Federal Republic of Germany,2006-06-01,0.0,17.107
Federal Republic of Germany,2006-07-01,0.0,22.343000000000004
Federal Republic of Germany,2006-08-01,0.0,16.045
Federal Republic of Germany,2006-09-01,0.0,17.316
Federal Republic of Germany,2006-10-01,0.0,12.174000000000001
Federal Republic of Germany,2006-11-01,0.0,6.976
Federal Republic of Germany,2006-12-01,0.0,4.248
Federal Republic of Germany,2007-02-01,0.0,3.9360000000000004
Federal Republic of Germany,2007-03-01,0.0,6.42
Federal Republic of Germany,2007-04-01,0.0,11.700999999999999
Federal Republic of Germany,2007-05-01,0.0,14.459000000000001
Federal Republic of Germany,2007-06-01,0.0,17.801
Federal Republic of Germany,2007-07-01,0.0,17.62
Federal Republic of Germany,2007-08-01,0.0,17.303
Federal Republic of Germany,2007-09-01,0.0,12.894
Federal Republic of Germany,2007-10-01,0.0,8.417
Federal Republic of Germany,2007-11-01,0.0,3.5869999999999997
Federal Republic of Germany,2007-12-01,0.0,1.379
Federal Republic of Germany,2008-02-01,0.0,3.872
Federal Republic of Germany,2008-03-01,0.0,4.3919999999999995
Federal Republic of Germany,2008-04-01,0.0,7.787000000000001
Federal Republic of Germany,2008-05-01,0.0,14.84
Federal Republic of Germany,2008-06-01,0.0,17.336
Federal Republic of Germany,2008-07-01,0.0,18.456
Federal Republic of Germany,2008-08-01,0.0,17.788
Federal Republic of Germany,2008-09-01,0.0,12.795
Federal Republic of Germany,2008-10-01,0.0,9.138
Federal Republic of Germany,2008-11-01,0.0,5.027
Federal Republic of Germany,2008-12-01,0.0,0.914
Federal Republic of Germany,2009-02-01,0.0,0.5670000000000001
Federal Republic of Germany,2009-03-01,0.0,4.436
Federal Republic of Germany,2009-04-01,0.0,11.963
Federal Republic of Germany,2009-05-01,0.0,13.966
Federal Republic of Germany,2009-06-01,0.0,15.258
Federal Republic of Germany,2009-07-01,0.0,18.498
Federal Republic of Germany,2009-08-01,0.0,19.145
Federal Republic of Germany,2009-09-01,0.0,15.140999999999998
Federal Republic of Germany,2009-10-01,0.0,8.172
Federal Republic of Germany,2009-11-01,0.0,7.263
Federal Republic of Germany,2009-12-01,0.0,0.055999999999999994
Federal Republic of Germany,2010-02-01,0.0,-0.436
Federal Republic of Germany,2010-03-01,0.0,4.352
Federal Republic of Germany,2010-04-01,0.0,8.842
Federal Republic of Germany,2010-05-01,0.0,10.829
Federal Republic of Germany,2010-06-01,0.0,16.688
Federal Republic of Germany,2010-07-01,0.0,20.753
Federal Republic of Germany,2010-08-01,0.0,17.154
Federal Republic of Germany,2010-09-01,0.0,12.744000000000002
Federal Republic of Germany,2010-10-01,0.0,8.144
Federal Republic of Germany,2010-11-01,0.0,4.6419999999999995
Federal Republic of Germany,2010-12-01,0.0,-3.852
Federal Republic of Germany,2011-02-01,0.0,0.934
Federal Republic of Germany,2011-03-01,0.0,5.19
Federal Republic of Germany,2011-04-01,0.0,11.706
Federal Republic of Germany,2011-05-01,0.0,14.242
Federal Republic of Germany,2011-06-01,0.0,16.977
Federal Republic of Germany,2011-07-01,0.0,16.538
Federal Republic of Germany,2011-08-01,0.0,18.152
Federal Republic of Germany,2011-09-01,0.0,15.605
Federal Republic of Germany,2011-10-01,0.0,9.498
Federal Republic of Germany,2011-11-01,0.0,4.611000000000001
Federal Republic of Germany,2011-12-01,0.0,3.6039999999999996
Federal Republic of Germany,2012-02-01,0.0,-2.467
Federal Republic of Germany,2012-03-01,0.0,7.115
Federal Republic of Germany,2012-04-01,0.0,8.259
Federal Republic of Germany,2012-05-01,0.0,14.474
Federal Republic of Germany,2012-06-01,0.0,15.623
Federal Republic of Germany,2012-07-01,0.0,17.834
Federal Republic of Germany,2012-08-01,0.0,18.822
Federal Republic of Germany,2012-09-01,0.0,14.03
Federal Republic of Germany,2012-10-01,0.0,8.847000000000001
Federal Republic of Germany,2012-11-01,0.0,5.22
Federal Republic of Germany,2012-12-01,0.0,1.216
Federal Republic of Germany,2013-02-01,0.0,-0.731
Federal Republic of Germany,2013-03-01,0.0,0.39399999999999996
Federal Republic of Germany,2013-04-01,0.0,8.213
Federal Republic of Germany,2013-05-01,0.0,12.151
Federal Republic of Germany,2013-06-01,0.0,15.927
Federal Republic of Germany,2013-07-01,0.0,19.762
Federal Republic of Germany,2013-08-01,0.0,18.233
Federal Republic of Germany,2013-09-01,0.0,0.0
Grand Duchy of Luxembourg,2000-01-01,8672870.0,2.43
Grand Duchy of Luxembourg,2001-01-01,9166120.0,2.593
Grand Duchy of Luxembourg,2002-01-01,9942250.0,2.418
Grand Duchy of Luxembourg,2003-01-01,10411600.0,0.797
Grand Duchy of Luxembourg,2004-01-01,11785200.0,1.8659999999999999
Grand Duchy of Luxembourg,2005-01-01,12048400.0,3.045
Grand Duchy of Luxembourg,2006-01-01,11879300.0,-0.149
Grand Duchy of Luxembourg,2007-01-01,11268800.0,5.604
Grand Duchy of Luxembourg,2008-01-01,11132300.0,4.666
Grand Duchy of Luxembourg,2009-01-01,10588500.0,-0.937
Grand Duchy of Luxembourg,2010-01-01,11154300.0,-1.4040000000000001
Grand Duchy of Luxembourg,2011-01-01,11050400.0,2.53
Grand Duchy of Luxembourg,2012-01-01,10788100.0,3.678
Grand Duchy of Luxembourg,2013-01-01,10233300.0,1.171
Grand Duchy of Luxembourg,2014-01-01,9757510.0,0.0
Grand Duchy of Luxembourg,2015-01-01,9259660.0,0.0
Grand Duchy of Luxembourg,2016-01-01,9002960.0,0.0
Grand Duchy of Luxembourg,2017-01-01,9294690.0,0.0
Grand Duchy of Luxembourg,2000-02-01,0.0,4.913
Grand Duchy of Luxembourg,2000-03-01,0.0,6.371
Grand Duchy of Luxembourg,2000-04-01,0.0,10.071
Grand Duchy of Luxembourg,2000-05-01,0.0,15.099
Grand Duchy of Luxembourg,2000-06-01,0.0,17.375999999999998
Grand Duchy of Luxembourg,2000-07-01,0.0,15.802
Grand Duchy of Luxembourg,2000-08-01,0.0,18.619
Grand Duchy of Luxembourg,2000-09-01,0.0,15.697000000000001
Grand Duchy of Luxembourg,2000-10-01,0.0,10.87
Grand Duchy of Luxembourg,2000-11-01,0.0,7.204
Grand Duchy of Luxembourg,2000-12-01,0.0,5.061
Grand Duchy of Luxembourg,2001-02-01,0.0,3.957
Grand Duchy of Luxembourg,2001-03-01,0.0,6.5360000000000005
Grand Duchy of Luxembourg,2001-04-01,0.0,7.857
Grand Duchy of Luxembourg,2001-05-01,0.0,15.155999999999999
Grand Duchy of Luxembourg,2001-06-01,0.0,15.549000000000001
Grand Duchy of Luxembourg,2001-07-01,0.0,19.147000000000002
Grand Duchy of Luxembourg,2001-08-01,0.0,19.384
Grand Duchy of Luxembourg,2001-09-01,0.0,12.574000000000002
Grand Duchy of Luxembourg,2001-10-01,0.0,13.743
Grand Duchy of Luxembourg,2001-11-01,0.0,4.837
Grand Duchy of Luxembourg,2001-12-01,0.0,1.146
Grand Duchy of Luxembourg,2002-02-01,0.0,6.2989999999999995
Grand Duchy of Luxembourg,2002-03-01,0.0,6.986000000000001
Grand Duchy of Luxembourg,2002-04-01,0.0,9.314
Grand Duchy of Luxembourg,2002-05-01,0.0,13.592
Grand Duchy of Luxembourg,2002-06-01,0.0,17.845
Grand Duchy of Luxembourg,2002-07-01,0.0,18.029
Grand Duchy of Luxembourg,2002-08-01,0.0,18.537
Grand Duchy of Luxembourg,2002-09-01,0.0,13.970999999999998
Grand Duchy of Luxembourg,2002-10-01,0.0,9.98
Grand Duchy of Luxembourg,2002-11-01,0.0,7.803
Grand Duchy of Luxembourg,2002-12-01,0.0,3.7939999999999996
Grand Duchy of Luxembourg,2003-02-01,0.0,0.9109999999999999
Grand Duchy of Luxembourg,2003-03-01,0.0,7.992000000000001
Grand Duchy of Luxembourg,2003-04-01,0.0,9.79
Grand Duchy of Luxembourg,2003-05-01,0.0,14.22
Grand Duchy of Luxembourg,2003-06-01,0.0,19.928
Grand Duchy of Luxembourg,2003-07-01,0.0,19.892
Grand Duchy of Luxembourg,2003-08-01,0.0,21.784000000000002
Grand Duchy of Luxembourg,2003-09-01,0.0,15.137
Grand Duchy of Luxembourg,2003-10-01,0.0,7.433
Grand Duchy of Luxembourg,2003-11-01,0.0,7.433
Grand Duchy of Luxembourg,2003-12-01,0.0,3.09
Grand Duchy of Luxembourg,2004-02-01,0.0,3.569
Grand Duchy of Luxembourg,2004-03-01,0.0,5.419
Grand Duchy of Luxembourg,2004-04-01,0.0,10.013
Grand Duchy of Luxembourg,2004-05-01,0.0,12.385
Grand Duchy of Luxembourg,2004-06-01,0.0,16.352999999999998
Grand Duchy of Luxembourg,2004-07-01,0.0,17.74
Grand Duchy of Luxembourg,2004-08-01,0.0,19.084
Grand Duchy of Luxembourg,2004-09-01,0.0,15.592
Grand Duchy of Luxembourg,2004-10-01,0.0,11.196
Grand Duchy of Luxembourg,2004-11-01,0.0,5.34
Grand Duchy of Luxembourg,2004-12-01,0.0,1.24
Grand Duchy of Luxembourg,2005-02-01,0.0,0.583
Grand Duchy of Luxembourg,2005-03-01,0.0,6.251
Grand Duchy of Luxembourg,2005-04-01,0.0,10.161
Grand Duchy of Luxembourg,2005-05-01,0.0,13.505999999999998
Grand Duchy of Luxembourg,2005-06-01,0.0,18.055999999999997
Grand Duchy of Luxembourg,2005-07-01,0.0,18.862000000000002
Grand Duchy of Luxembourg,2005-08-01,0.0,16.717
Grand Duchy of Luxembourg,2005-09-01,0.0,16.189
Grand Duchy of Luxembourg,2005-10-01,0.0,13.210999999999999
Grand Duchy of Luxembourg,2005-11-01,0.0,5.221
Grand Duchy of Luxembourg,2005-12-01,0.0,1.895
Grand Duchy of Luxembourg,2006-02-01,0.0,1.3
Grand Duchy of Luxembourg,2006-03-01,0.0,3.772
Grand Duchy of Luxembourg,2006-04-01,0.0,8.908
Grand Duchy of Luxembourg,2006-05-01,0.0,14.037
Grand Duchy of Luxembourg,2006-06-01,0.0,17.63
Grand Duchy of Luxembourg,2006-07-01,0.0,23.144000000000002
Grand Duchy of Luxembourg,2006-08-01,0.0,16.125
Grand Duchy of Luxembourg,2006-09-01,0.0,17.996
Grand Duchy of Luxembourg,2006-10-01,0.0,13.42
